1|3|1
1|4|5
1|10|5
1|11|3
1|13|5
1|14|2
1|16|5
1|18|4
1|19|3
1|21|1
1|22|4
1|24|4
1|26|1
1|30|5
1|33|5
1|36|5
1|40|3
1|41|2
1|42|3
1|47|1
1|49|2
1|50|2
1|51|5
1|52|4
1|54|4
1|55|4
1|57|1
1|58|5
1|60|3
1|61|1
1|63|1
1|67|1
1|70|2
1|74|3
1|75|3
1|81|5
1|82|5
1|83|1
1|84|1
1|88|2
1|89|4
1|96|2
1|97|5
1|100|2
1|103|5
1|104|2
1|105|2
1|107|1
1|109|4
1|111|2
1|115|1
1|119|3
1|120|1
1|124|5
1|126|4
1|134|3
1|137|3
1|138|3
1|139|2
1|140|1
1|142|1
1|143|2
1|149|3
1|151|4
1|152|2
1|153|3
1|154|4
1|156|4
1|157|1
1|159|3
1|165|5
1|169|3
1|171|2
1|172|3
1|175|5
1|176|3
1|177|3
1|180|2
1|185|3
1|187|5
1|188|3
1|189|4
1|190|3
1|191|2
1|192|1
1|198|5
1|201|2
1|202|4
1|204|3
1|208|1
1|213|5
1|214|1
1|216|1
1|217|1
1|218|3
1|221|1
1|222|3
1|224|5
1|226|3
1|228|5
1|230|3
1|235|3
1|237|2
1|241|3
1|242|3
1|243|1
1|244|3
1|245|5
1|246|3
1|248|3
1|249|2
1|253|3
1|256|5
1|257|1
1|259|2
1|263|2
1|267|4
1|269|1
1|271|2
1|273|2
1|274|5
1|276|2
1|277|2
1|279|4
1|281|5
1|282|2
1|284|2
1|285|5
1|287|5
1|298|1
1|299|4
1|300|3
1|301|2
1|302|5
1|304|2
1|308|5
1|309|4
1|311|2
1|312|5
1|313|4
1|314|5
1|315|4
1|317|1
1|319|2
1|321|3
1|322|4
1|323|3
1|326|5
1|329|2
1|330|4
1|332|5
1|336|1
1|338|3
1|339|2
1|344|2
1|348|1
1|350|4
1|351|2
1|352|5
1|355|2
1|356|1
1|357|1
1|358|2
1|359|1
1|362|2
1|366|1
1|368|5
1|369|2
1|372|3
1|375|4
1|376|3
1|377|4
1|378|3
1|379|3
1|380|3
1|386|3
1|388|5
1|391|1
1|393|4
1|397|4
1|398|1
1|403|1
1|404|3
1|406|2
1|408|4
1|409|1
1|413|4
1|417|1
1|421|2
1|423|5
1|424|5
1|427|5
1|430|2
1|432|2
1|436|4
1|438|4
1|439|1
1|443|2
1|444|3
1|449|3
1|452|5
1|456|1
1|460|4
1|461|1
1|462|2
1|463|4
1|464|5
1|466|3
1|470|5
1|472|4
1|475|1
1|477|2
1|479|4
1|480|5
1|481|2
1|485|2
1|486|5
1|487|1
1|489|2
1|492|1
1|493|2
1|497|1
1|499|5
2|3|3
2|4|5
2|6|4
2|7|4
2|8|3
2|9|1
2|13|4
2|16|4
2|19|4
2|20|2
2|23|5
2|30|1
2|31|3
2|32|2
2|33|3
2|34|5
2|37|5
2|38|1
2|39|3
2|42|3
2|46|1
2|47|2
2|48|4
2|49|3
2|50|2
2|52|1
2|58|5
2|59|1
2|63|1
2|68|2
2|73|3
2|74|3
2|75|2
2|78|2
2|85|1
2|87|2
2|91|1
2|92|2
2|93|1
2|96|2
2|97|5
2|102|5
2|104|4
2|106|3
2|109|1
2|110|4
2|112|2
2|113|1
2|116|1
2|117|1
2|122|3
2|125|5
2|127|1
2|128|4
2|130|4
2|132|4
2|133|2
2|137|4
2|139|3
2|140|2
2|142|2
2|145|4
2|149|1
2|150|2
2|151|5
2|155|4
2|158|2
2|159|4
2|160|2
2|161|1
2|163|5
2|164|1
2|165|2
2|166|1
2|168|5
2|170|1
2|172|1
2|176|3
2|180|4
2|181|3
2|183|3
2|185|5
2|186|3
2|187|5
2|189|2
2|193|3
2|202|4
2|204|3
2|205|3
2|208|2
2|211|4
2|212|2
2|214|1
2|215|4
2|225|4
2|226|3
2|228|4
2|231|4
2|237|2
2|238|3
2|241|4
2|244|4
2|247|5
2|248|4
2|253|4
2|255|5
2|256|1
2|258|5
2|259|3
2|260|1
2|261|1
2|265|2
2|266|5
2|270|2
2|273|3
2|278|4
2|281|2
2|282|5
2|283|2
2|284|3
2|285|4
2|286|5
2|288|5
2|290|3
2|292|3
2|294|4
2|296|1
2|298|4
2|301|2
2|303|5
2|304|2
2|305|5
2|306|4
2|310|4
2|311|2
2|314|5
2|317|5
2|320|2
2|322|4
2|326|5
2|328|2
2|329|5
2|331|5
2|335|2
2|337|5
2|338|5
2|340|1
2|342|2
2|344|2
2|345|5
2|346|5
2|347|3
2|348|2
2|354|3
2|355|3
2|356|3
2|357|4
2|358|4
2|362|4
2|363|1
2|364|1
2|368|5
2|370|3
2|371|4
2|374|3
2|377|1
2|379|3
2|380|3
2|382|2
2|383|4
2|384|3
2|388|3
2|390|1
2|392|1
2|393|3
2|396|1
2|399|5
2|401|5
2|402|2
2|405|3
2|408|1
2|409|5
2|410|4
2|412|4
2|414|5
2|422|2
2|424|3
2|426|4
2|431|1
2|433|3
2|435|3
2|436|3
2|440|3
2|441|5
2|444|5
2|446|1
2|448|2
2|449|4
2|453|1
2|457|3
2|462|5
2|463|4
2|464|3
2|466|3
2|468|1
2|469|2
2|471|3
2|473|1
2|476|1
2|477|1
2|483|4
2|484|5
2|485|2
2|486|3
2|488|1
2|489|4
2|493|2
2|494|2
2|495|4
2|500|3
3|2|2
3|3|1
3|5|2
3|14|4
3|16|5
3|18|5
3|20|4
3|21|1
3|22|5
3|23|3
3|27|5
3|31|2
3|35|3
3|36|4
3|41|5
3|43|3
3|47|2
3|49|5
3|50|5
3|51|4
3|54|2
3|59|5
3|61|2
3|62|4
3|63|2
3|66|5
3|69|3
3|70|3
3|71|3
3|77|2
3|78|1
3|82|1
3|84|1
3|85|4
3|88|3
3|90|2
3|91|2
3|92|2
3|93|3
3|94|4
3|98|1
3|99|4
3|102|1
3|103|1
3|104|1
3|105|4
3|107|1
3|110|3
3|112|4
3|113|4
3|114|1
3|120|5
3|121|2
3|123|1
3|124|2
3|125|2
3|126|5
3|129|5
3|130|3
3|131|4
3|132|4
3|133|2
3|136|1
3|137|2
3|138|3
3|139|2
3|143|4
3|147|1
3|149|5
3|150|3
3|152|3
3|153|2
3|155|5
3|157|4
3|160|4
3|162|5
3|167|2
3|168|1
3|169|1
3|170|5
3|171|1
3|173|3
3|174|2
3|175|3
3|176|1
3|179|2
3|180|2
3|182|1
3|183|5
3|186|3
3|190|1
3|191|3
3|192|4
3|193|5
3|195|1
3|197|1
3|198|5
3|201|2
3|205|1
3|207|4
3|208|4
3|209|3
3|212|4
3|215|1
3|216|2
3|218|3
3|223|5
3|224|1
3|227|2
3|228|3
3|229|1
3|230|3
3|237|2
3|238|4
3|239|3
3|245|5
3|250|1
3|251|3
3|253|1
3|254|2
3|255|2
3|259|2
3|260|1
3|261|2
3|262|4
3|272|4
3|277|3
3|282|2
3|286|2
3|287|5
3|292|3
3|297|3
3|298|1
3|301|4
3|314|5
3|315|4
3|316|4
3|317|4
3|319|3
3|321|2
3|322|5
3|323|4
3|324|4
3|325|5
3|328|4
3|329|1
3|331|4
3|332|4
3|335|1
3|340|1
3|344|3
3|345|4
3|350|4
3|355|1
3|357|3
3|359|4
3|360|4
3|365|1
3|366|4
3|371|5
3|374|4
3|377|5
3|379|5
3|384|5
3|389|4
3|392|2
3|393|3
3|394|4
3|395|3
3|397|1
3|399|4
3|401|5
3|406|3
3|407|2
3|409|2
3|411|4
3|413|5
3|416|1
3|418|2
3|419|2
3|427|5
3|429|3
3|430|2
3|431|4
3|436|2
3|438|1
3|439|1
3|440|4
3|441|2
3|443|5
3|446|1
3|447|4
3|450|1
3|452|4
3|453|5
3|457|4
3|458|5
3|459|3
3|465|3
3|468|4
3|470|5
3|474|1
3|477|1
3|480|4
3|481|3
3|482|5
3|483|1
3|484|4
3|485|4
3|487|3
3|488|4
3|490|5
3|495|3
3|496|1
3|498|2
3|499|1
3|500|4
4|1|1
4|2|5
4|4|1
4|10|5
4|16|1
4|22|5
4|25|5
4|27|1
4|29|4
4|30|1
4|32|2
4|33|2
4|41|4
4|42|4
4|44|2
4|45|2
4|46|2
4|47|5
4|48|1
4|50|3
4|51|3
4|53|1
4|55|3
4|57|1
4|59|5
4|65|1
4|66|2
4|67|2
4|69|5
4|71|1
4|75|3
4|76|2
4|80|5
4|92|4
4|93|1
4|94|3
4|97|2
4|100|2
4|103|5
4|104|1
4|106|2
4|107|5
4|108|5
4|112|5
4|113|1
4|114|5
4|115|1
4|117|1
4|120|4
4|121|2
4|122|5
